GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,JS4E001,JS4E002,JS4E003,JS4E004,JS4E005,JS4E006,JS4E007,JS4E008,JS4E009,JS4E010,JS4E011,JS4E012,JS4E013,JS4E014,JS4E015,JS4E016,JS4E017,JS4E018,JS4E019,JS4E020,JS4E021,JS4E022,JS4E023,JS4E024,JTGE001,JTGE002,JTGE003,JTGE004,JTGE005,JTGE006,JTGE007,JTGE008,JTGE009,JTGE010,JTGE011,JTGE012,JTGE013,JTGE014,JTGE015,JTGE016,JTGE017,JTGE018,JTGE019,JTGE020,JTGE021,JTGE022,JTGE023,JTGE024,JTGE025,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017,JS4M001,JS4M002,JS4M003,JS4M004,JS4M005,JS4M006,JS4M007,JS4M008,JS4M009,JS4M010,JS4M011,JS4M012,JS4M013,JS4M014,JS4M015,JS4M016,JS4M017,JS4M018,JS4M019,JS4M020,JS4M021,JS4M022,JS4M023,JS4M024,JTGM001,JTGM002,JTGM003,JTGM004,JTGM005,JTGM006,JTGM007,JTGM008,JTGM009,JTGM010,JTGM011,JTGM012,JTGM013,JTGM014,JTGM015,JTGM016,JTGM017,JTGM018,JTGM019,JTGM020,JTGM021,JTGM022,JTGM023,JTGM024,JTGM025
"G27006104806001","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4806, Itasca County, Minnesota",275,9,0,10,19,27,33,13,16,3,47,13,43,29,6,7,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,3,261,7,0,4,0,0,4,0,0,3,12,10,6,11,20,12,49,28,57,21,11,6,0,0,0,"Block Group 1, Census Tract 4806, Itasca County, Minnesota",39,9,93,8,14,20,22,10,8,4,22,10,25,22,6,8,93,13,10,93,93,93,93,93,93,93,93,93,93,93,93,5,93,93,6,93,93,6,93,93,5,41,7,93,5,93,93,5,93,93,4,14,12,6,7,15,8,23,16,27,21,9,6,93,93,93
"G27006104806002","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4806, Itasca County, Minnesota",262,27,6,10,21,4,23,17,11,2,34,47,33,23,4,0,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,8,239,0,0,13,2,0,0,0,7,13,2,8,6,6,51,38,52,13,18,5,0,0,5,0,0,"Block Group 2, Census Tract 4806, Itasca County, Minnesota",54,25,7,8,19,5,18,12,13,3,24,23,23,15,6,93,93,23,20,93,93,93,93,93,93,93,93,93,93,93,93,20,93,93,4,93,93,93,93,93,12,48,93,93,16,3,93,93,93,10,14,3,10,8,7,23,25,29,14,11,8,93,93,6,93,93
"G27006104806003","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4806, Itasca County, Minnesota",306,6,13,32,19,17,28,17,17,10,29,50,37,10,19,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,292,8,1,3,4,0,9,0,5,13,8,12,4,7,54,20,36,16,36,26,20,5,5,0,0,"Block Group 3, Census Tract 4806, Itasca County, Minnesota",52,6,8,21,14,14,20,14,12,9,14,25,18,7,15,93,3,13,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,13,51,13,3,4,5,93,12,93,6,14,10,12,5,4,22,15,19,13,19,14,12,5,5,93,93
"G27006104806004","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480600","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4806, Itasca County, Minnesota",271,14,10,19,29,16,28,14,15,22,11,24,33,30,4,0,2,31,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,9,0,0,0,0,14,240,0,0,3,0,0,2,4,0,2,0,2,11,16,34,31,40,8,39,18,22,2,6,0,0,"Block Group 4, Census Tract 4806, Itasca County, Minnesota",37,11,7,12,15,10,16,9,12,15,8,12,17,13,5,93,3,18,15,93,93,93,93,93,93,93,93,7,93,93,93,93,93,6,93,12,93,93,93,93,8,38,93,93,4,93,93,4,5,93,4,93,3,7,11,15,15,18,7,14,12,14,4,7,93,93
"G27006104807001","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4807, Itasca County, Minnesota",360,0,10,15,12,0,16,26,18,12,45,99,72,18,0,17,0,64,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,32,0,0,0,21,296,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,61,20,41,66,51,18,27,0,0,"Block Group 1, Census Tract 4807, Itasca County, Minnesota",67,93,15,22,18,93,26,21,28,17,38,60,44,26,93,21,93,54,50,93,93,93,93,93,93,93,93,93,93,93,93,93,93,17,93,93,49,93,93,93,22,71,93,93,93,93,93,93,93,93,93,93,93,93,93,17,93,39,31,35,48,42,26,29,93,93
"G27006104807002","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4807, Itasca County, Minnesota",388,10,13,9,9,16,31,8,26,25,35,46,115,24,7,0,14,14,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,374,2,5,32,0,0,2,5,4,4,2,1,13,7,45,81,49,16,44,16,13,0,29,4,0,"Block Group 2, Census Tract 4807, Itasca County, Minnesota",66,8,11,7,10,10,27,12,23,17,21,31,64,20,7,93,18,13,4,93,93,93,93,93,93,93,93,93,93,93,93,4,93,93,93,93,93,93,93,93,13,64,4,6,45,93,93,4,8,6,4,4,3,10,7,22,49,22,9,30,18,10,93,28,5,93
"G27006104807003","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480700","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4807, Itasca County, Minnesota",311,0,0,6,13,21,48,14,0,11,17,84,63,19,0,0,15,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,305,10,13,0,28,0,25,15,10,0,8,0,0,0,5,49,35,22,24,13,10,23,15,0,0,"Block Group 3, Census Tract 4807, Itasca County, Minnesota",69,93,93,10,20,22,52,20,93,17,18,55,48,21,93,93,21,10,10,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,10,93,93,93,93,93,93,68,15,20,93,47,93,25,24,15,93,14,93,93,93,10,50,29,19,25,18,15,26,21,93,93
"G27006104807004","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480700","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4807, Itasca County, Minnesota",595,15,9,44,53,42,36,15,27,22,50,92,107,59,18,6,0,116,106,0,0,0,0,0,0,35,0,0,0,0,10,7,36,9,0,0,0,9,0,0,10,479,0,0,0,0,9,2,0,7,0,0,7,9,18,45,98,59,23,58,73,40,29,2,0,0,"Block Group 4, Census Tract 4807, Itasca County, Minnesota",81,24,13,37,41,34,27,19,29,18,50,45,45,54,19,10,93,51,51,93,93,93,93,93,93,39,93,93,93,93,16,12,39,15,93,93,93,14,93,93,16,85,93,93,93,93,13,4,93,10,93,93,11,14,17,30,62,43,24,32,57,24,22,5,93,93
"G27006104807005","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480700","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4807, Itasca County, Minnesota",432,9,16,31,0,0,24,4,47,9,30,21,91,37,53,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,17,0,0,0,12,0,0,23,6,0,0,5,0,20,8,9,0,43,33,80,60,90,13,13,"Block Group 5, Census Tract 4807, Itasca County, Minnesota",66,14,17,25,93,93,18,8,39,14,24,20,42,27,33,16,24,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,66,29,93,93,93,13,93,93,23,10,93,93,8,93,18,13,14,93,28,24,42,31,35,15,13
"G27006104808011","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480801","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4808.01, Itasca County, Minnesota",853,6,14,42,75,25,25,23,59,21,92,128,98,127,84,0,34,38,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,13,0,0,8,815,0,12,10,0,0,0,0,3,4,26,0,18,3,95,87,78,68,93,104,52,59,103,0,0,"Block Group 1, Census Tract 4808.01, Itasca County, Minnesota",96,8,19,30,54,24,28,20,41,24,48,55,55,59,59,93,31,32,30,93,93,93,93,93,93,93,93,93,93,5,93,93,93,93,93,93,21,20,93,93,13,96,93,19,17,93,93,93,93,6,8,21,93,21,5,59,52,41,42,60,53,45,41,49,93,93
"G27006104808021","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480802","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4808.02, Itasca County, Minnesota",571,46,0,30,42,15,62,24,73,17,98,49,80,0,8,12,15,127,127,0,0,0,23,0,0,0,0,0,21,0,0,36,15,0,32,0,0,0,0,0,0,444,0,0,13,0,0,0,0,30,0,27,0,19,28,67,36,25,17,147,35,0,0,0,0,0,"Block Group 1, Census Tract 4808.02, Itasca County, Minnesota",94,45,93,47,47,25,61,26,65,28,67,45,54,93,13,21,24,82,82,93,93,93,35,93,93,93,93,93,33,93,93,41,25,93,50,93,93,93,93,93,93,83,93,93,20,93,93,93,93,47,93,31,93,31,34,63,40,28,28,66,35,93,93,93,93,93
"G27006104808022","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480802","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4808.02, Itasca County, Minnesota",605,65,60,16,0,6,68,18,41,16,83,119,85,0,25,3,0,109,109,0,0,0,0,0,0,0,4,0,13,0,0,0,19,0,42,20,11,0,0,0,0,496,0,0,0,13,0,13,0,0,0,0,25,12,16,150,78,59,43,49,20,0,18,0,0,0,"Block Group 2, Census Tract 4808.02, Itasca County, Minnesota",99,55,43,25,93,8,47,28,38,23,53,66,58,93,36,5,93,67,67,93,93,93,93,93,93,93,6,93,22,93,93,93,29,93,46,31,18,93,93,93,93,101,93,93,93,19,93,20,93,93,93,93,28,21,25,68,51,55,34,42,28,93,28,93,93,93
"G27006104808023","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480802","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4808.02, Itasca County, Minnesota",735,188,110,49,110,63,0,0,37,37,38,71,32,0,0,0,0,459,443,48,19,14,15,22,17,45,16,54,15,20,19,85,14,15,25,0,0,0,0,0,16,276,0,0,0,0,0,0,0,0,0,0,0,31,61,73,32,32,34,13,0,0,0,0,0,0,"Block Group 3, Census Tract 4808.02, Itasca County, Minnesota",113,99,66,50,96,52,93,93,42,39,35,47,38,93,93,93,93,109,111,51,30,23,24,27,27,49,26,65,24,33,29,92,22,24,32,93,93,93,93,93,25,65,93,93,93,93,93,93,93,93,93,93,93,36,55,58,35,38,37,21,93,93,93,93,93,93
"G27006104808024","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480802","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4808.02, Itasca County, Minnesota",915,60,62,51,116,37,37,16,52,33,53,117,127,95,38,0,21,224,224,0,0,29,0,0,13,0,36,0,15,23,15,0,0,0,35,0,15,15,0,28,0,691,0,0,0,0,0,0,0,45,0,0,0,0,47,28,148,114,134,56,51,58,10,0,0,0,"Block Group 4, Census Tract 4808.02, Itasca County, Minnesota",100,52,47,41,65,36,40,24,50,37,58,69,66,56,36,93,32,63,63,93,93,34,93,93,23,93,41,93,23,31,23,93,93,93,38,93,24,22,93,31,93,105,93,93,93,93,93,93,93,31,93,93,93,93,54,31,62,67,63,38,36,47,17,93,93,93
"G27006104809001","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4809, Itasca County, Minnesota",458,12,41,22,33,37,10,17,29,21,62,57,58,43,2,8,6,90,55,0,0,0,0,0,0,0,3,0,9,9,15,0,0,0,3,16,0,0,0,0,35,368,3,0,7,0,3,1,0,4,0,9,11,19,15,43,67,89,21,27,24,20,5,0,0,0,"Block Group 1, Census Tract 4809, Itasca County, Minnesota",68,12,33,18,28,31,11,12,16,24,41,27,30,39,4,15,7,55,36,93,93,93,93,93,93,93,4,93,14,15,20,93,93,93,4,23,93,93,93,93,36,58,5,93,9,93,5,3,93,6,93,11,11,23,11,31,33,35,16,17,24,22,7,93,93,93
"G27006104809002","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4809, Itasca County, Minnesota",822,25,80,33,56,17,71,49,31,63,76,110,64,43,42,18,44,199,174,0,0,0,0,51,0,27,0,0,0,16,0,0,19,0,13,13,11,24,0,0,25,623,0,3,0,0,12,0,0,0,0,0,0,0,35,126,93,75,15,61,42,84,77,0,0,0,"Block Group 2, Census Tract 4809, Itasca County, Minnesota",126,39,52,29,42,18,66,38,43,76,80,60,42,42,33,26,32,101,93,93,93,93,93,75,93,43,93,93,93,26,93,93,29,93,21,19,17,37,93,93,39,97,93,6,93,93,19,93,93,93,93,93,93,93,34,83,78,51,18,46,41,50,44,93,93,93
"G27006104809003","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4809, Itasca County, Minnesota",545,53,48,14,11,18,59,13,45,33,47,54,37,21,82,5,5,143,138,0,0,14,0,0,0,0,0,0,0,3,0,0,16,14,60,0,31,0,0,0,5,402,15,0,5,2,0,0,6,6,3,2,20,3,22,31,28,58,29,23,24,50,14,56,0,5,"Block Group 3, Census Tract 4809, Itasca County, Minnesota",76,37,38,11,11,20,42,17,35,28,39,28,21,26,57,8,7,48,49,93,93,22,93,93,93,93,93,93,93,6,93,93,24,21,50,93,31,93,93,93,8,77,18,93,8,4,93,93,5,6,5,5,29,5,26,31,24,32,27,15,13,29,12,52,93,7
"G27006104809004","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480900","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4809, Itasca County, Minnesota",374,27,96,12,42,14,31,48,17,0,17,25,11,12,0,0,22,178,178,0,0,0,0,0,0,0,27,80,17,27,0,0,17,0,10,0,0,0,0,0,0,196,16,0,0,0,0,16,0,0,0,14,0,42,15,51,0,30,12,0,0,0,0,0,0,0,"Block Group 4, Census Tract 4809, Itasca County, Minnesota",99,37,87,18,40,22,32,42,26,93,25,29,17,19,93,93,33,105,105,93,93,93,93,93,93,93,37,96,24,21,93,93,25,93,18,93,93,93,93,93,93,63,25,93,93,93,93,25,93,93,93,22,93,39,23,35,93,30,19,93,93,93,93,93,93,93
"G27006104809005","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480900","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4809, Itasca County, Minnesota",390,0,16,0,0,32,22,0,29,17,60,63,52,40,35,0,24,55,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,16,335,0,0,0,0,0,0,0,0,0,17,0,17,83,31,83,63,29,12,0,0,0,0,0,0,"Block Group 5, Census Tract 4809, Itasca County, Minnesota",65,93,23,93,93,35,28,93,31,25,46,61,47,35,37,93,26,41,35,93,93,93,93,93,11,93,93,93,93,93,93,93,93,93,24,27,93,93,93,93,23,83,93,93,93,93,93,93,93,93,93,26,93,25,64,33,52,45,31,18,93,93,93,93,93,93
"G27006104809006","2006-2010",,,"Minnesota","27","Itasca County","061",,,"480900","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 4809, Itasca County, Minnesota",407,79,24,35,44,0,29,24,13,0,58,45,16,26,14,0,0,183,183,0,0,0,51,15,12,12,0,15,15,0,0,0,12,0,0,17,0,34,0,0,0,224,0,0,0,0,0,0,0,13,0,13,0,8,6,29,102,0,40,13,0,0,0,0,0,0,"Block Group 6, Census Tract 4809, Itasca County, Minnesota",93,57,27,39,40,93,27,34,22,93,46,32,23,29,21,93,93,77,77,93,93,93,49,23,18,20,93,24,22,93,93,93,17,93,93,26,93,38,93,93,93,61,93,93,93,93,93,93,93,20,93,20,93,13,10,31,52,93,36,20,93,93,93,93,93,93
"G27006104810001","2006-2010",,,"Minnesota","27","Itasca County","061",,,"481000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4810, Itasca County, Minnesota",591,62,55,37,57,26,44,28,39,16,51,68,68,27,3,0,10,101,97,8,10,0,6,0,6,3,12,0,30,9,0,0,3,2,0,2,6,0,0,0,4,490,11,6,14,0,11,11,18,14,49,14,46,55,11,38,33,42,12,32,41,15,11,6,0,0,"Block Group 1, Census Tract 4810, Itasca County, Minnesota",72,31,28,20,25,19,24,15,25,15,32,29,34,28,4,93,8,38,36,14,16,93,9,93,6,5,13,93,26,9,93,93,6,3,93,4,9,93,93,93,7,73,10,6,18,93,12,7,15,12,32,11,31,23,8,23,16,24,9,17,32,12,12,9,93,93
"G27006104810002","2006-2010",,,"Minnesota","27","Itasca County","061",,,"481000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4810, Itasca County, Minnesota",561,50,47,58,49,33,46,33,44,19,40,66,69,7,0,0,0,127,113,0,0,0,5,0,16,32,10,9,3,3,23,0,10,0,0,0,2,0,0,0,14,434,0,0,8,32,14,13,14,28,51,47,44,10,29,58,27,4,13,11,18,13,0,0,0,0,"Block Group 2, Census Tract 4810, Itasca County, Minnesota",89,37,25,31,36,24,24,25,26,18,21,28,43,7,93,93,93,51,49,93,93,93,8,93,14,34,13,13,5,4,23,93,15,93,93,93,3,93,93,93,22,76,93,93,9,37,15,20,14,21,32,23,25,8,21,29,26,3,14,8,14,11,93,93,93,93
"G27006104810003","2006-2010",,,"Minnesota","27","Itasca County","061",,,"481000","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4810, Itasca County, Minnesota",793,57,49,30,42,68,66,43,36,64,87,59,89,61,33,7,2,122,104,0,0,5,4,0,0,16,0,18,0,15,0,26,16,0,0,0,0,4,0,0,18,671,15,0,21,0,12,0,14,3,10,33,30,42,111,89,77,39,40,40,63,16,8,8,0,0,"Block Group 3, Census Tract 4810, Itasca County, Minnesota",99,36,37,23,27,40,38,21,20,42,33,32,32,25,24,8,5,46,42,93,93,9,5,93,93,26,93,17,93,15,93,23,18,93,93,93,93,5,93,93,19,87,19,93,24,93,14,93,13,4,8,24,19,25,49,36,28,22,21,19,38,16,9,9,93,93
"G27006104810004","2006-2010",,,"Minnesota","27","Itasca County","061",,,"481000","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4810, Itasca County, Minnesota",243,23,26,26,17,14,9,19,5,3,13,17,57,7,0,3,4,9,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,234,0,0,0,6,0,4,3,0,6,32,42,10,26,12,9,16,3,25,4,17,11,8,0,0,"Block Group 4, Census Tract 4810, Itasca County, Minnesota",45,18,19,27,18,17,8,14,7,4,10,12,28,7,93,4,6,10,5,93,93,93,93,93,93,93,93,93,5,93,93,93,93,93,93,93,93,93,93,93,8,46,93,93,93,9,93,6,4,93,9,31,27,9,19,10,8,12,4,17,5,11,9,9,93,93
"G27006104810005","2006-2010",,,"Minnesota","27","Itasca County","061",,,"481000","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4810, Itasca County, Minnesota",306,12,15,5,48,31,12,14,1,14,40,58,39,12,3,0,2,33,23,0,0,0,0,0,0,0,0,14,4,0,0,2,3,0,0,0,0,0,0,0,10,273,0,6,0,0,6,4,0,5,9,10,15,3,33,22,16,28,10,4,18,48,30,6,0,0,"Block Group 5, Census Tract 4810, Itasca County, Minnesota",43,14,11,8,25,27,11,11,3,11,28,25,23,13,4,93,4,24,20,93,93,93,93,93,93,93,93,19,6,93,93,3,5,93,93,93,93,93,93,93,15,42,93,9,93,93,9,7,93,7,11,9,11,4,30,14,14,22,9,5,15,24,24,9,93,93
"G27006109400001","2006-2010",,,"Minnesota","27","Itasca County","061",,,"940000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9400, Itasca County, Minnesota",339,13,7,30,81,23,7,12,26,42,17,49,26,4,0,2,0,105,17,0,7,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,88,234,8,7,2,0,4,2,3,8,6,23,6,4,14,25,21,12,24,13,2,31,8,9,2,0,"Block Group 1, Census Tract 9400, Itasca County, Minnesota",77,13,10,19,47,21,7,12,26,32,13,34,21,5,93,3,93,49,16,93,11,93,7,93,93,93,9,93,93,93,93,93,93,93,93,93,93,93,93,93,45,63,13,12,4,93,5,3,5,17,7,29,7,5,10,16,19,11,18,9,3,30,7,8,2,93
"G27006109400002","2006-2010",,,"Minnesota","27","Itasca County","061",,,"940000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9400, Itasca County, Minnesota",585,59,26,69,45,44,23,42,38,11,73,59,63,21,12,0,0,83,62,0,21,10,0,0,2,4,9,0,0,3,13,0,0,0,0,0,0,0,0,0,21,502,14,3,0,16,0,2,0,20,5,22,14,16,4,49,72,82,53,70,14,2,21,6,0,17,"Block Group 2, Census Tract 9400, Itasca County, Minnesota",88,34,20,38,40,39,17,27,24,12,31,30,38,11,12,93,93,42,41,93,32,14,93,93,3,7,13,93,93,5,19,93,93,93,93,93,93,93,93,93,14,75,12,5,93,15,93,4,93,19,6,17,14,9,6,23,43,39,40,35,16,4,26,6,93,16
"G27006304801001","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4801, Jackson County, Minnesota",301,4,5,7,12,15,22,12,36,16,32,39,35,36,6,16,8,17,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,9,284,2,2,2,8,11,0,10,8,13,15,11,29,11,20,21,47,11,17,20,4,2,15,5,0,"Block Group 1, Census Tract 4801, Jackson County, Minnesota",49,4,7,6,12,7,13,6,14,12,16,18,12,16,5,12,5,8,6,93,93,93,93,93,93,93,2,93,3,93,93,93,93,3,93,93,93,93,4,93,5,50,3,3,3,5,10,93,11,6,12,12,6,17,7,8,14,20,7,11,12,4,3,12,5,93
"G27006304801002","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4801, Jackson County, Minnesota",467,19,19,18,35,16,14,23,24,16,71,65,69,32,19,12,15,86,41,0,0,0,0,0,0,3,2,11,3,0,4,3,2,2,5,2,3,1,0,0,45,381,5,0,0,7,2,10,10,4,8,10,26,27,15,30,21,60,26,49,11,16,14,19,2,9,"Block Group 2, Census Tract 4801, Jackson County, Minnesota",41,12,9,10,12,11,8,9,10,8,22,20,20,16,10,11,8,22,14,93,93,93,93,93,93,4,4,11,4,93,3,4,2,3,5,3,4,4,93,93,18,34,4,93,93,6,3,11,7,5,6,7,15,11,9,13,9,18,12,19,11,10,8,14,2,6
"G27006304801003","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4801, Jackson County, Minnesota",268,19,6,4,20,15,21,12,18,15,29,27,47,26,0,6,3,18,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,250,9,2,4,0,0,8,2,5,26,14,14,7,10,41,16,39,13,23,3,9,2,0,0,3,"Block Group 3, Census Tract 4801, Jackson County, Minnesota",28,8,6,4,8,11,11,9,12,12,16,9,21,10,93,4,4,11,5,93,93,93,93,93,93,3,4,93,93,93,93,93,93,93,93,93,93,93,93,93,11,27,6,3,5,93,93,6,3,8,13,12,17,7,8,18,9,14,9,11,4,6,3,93,93,4
"G27006304802001","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4802, Jackson County, Minnesota",250,8,13,13,10,11,9,22,13,11,41,32,36,17,6,7,1,26,9,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,224,3,2,4,5,5,5,9,11,9,28,17,0,4,42,12,32,7,10,0,3,4,10,0,2,"Block Group 1, Census Tract 4802, Jackson County, Minnesota",37,5,9,12,7,11,6,11,12,9,21,12,12,12,5,7,3,14,8,93,93,93,93,93,93,3,93,8,93,93,93,93,93,93,93,93,93,93,93,93,12,35,4,2,5,6,8,5,9,9,6,15,10,93,7,14,9,10,5,6,93,4,4,10,93,3
"G27006304802002","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4802, Jackson County, Minnesota",282,10,11,5,9,18,12,5,5,23,25,38,69,20,15,9,8,49,27,0,0,0,0,1,1,2,0,0,1,1,0,0,3,8,0,7,3,0,0,0,22,233,0,2,0,0,0,0,0,7,6,4,10,21,16,37,7,27,9,13,30,38,5,1,0,0,"Block Group 2, Census Tract 4802, Jackson County, Minnesota",49,7,9,5,6,18,10,6,5,14,12,15,42,15,10,8,6,22,18,93,93,93,93,3,2,5,93,93,3,3,93,93,4,10,93,9,4,93,93,93,13,45,93,3,93,93,93,93,93,7,4,4,9,13,10,19,6,13,6,9,19,44,8,3,93,93
"G27006304802003","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4802, Jackson County, Minnesota",410,28,21,24,27,13,38,32,26,26,50,33,52,19,11,4,6,85,81,0,4,0,2,3,0,2,13,0,10,13,0,0,28,0,6,0,0,0,0,0,4,325,0,0,17,9,7,17,17,47,27,14,41,13,21,31,22,16,11,2,2,2,5,4,0,0,"Block Group 3, Census Tract 4802, Jackson County, Minnesota",53,18,15,16,16,12,34,20,22,15,23,13,16,13,9,4,5,37,37,93,4,93,3,4,93,4,11,93,7,13,93,93,34,93,9,93,93,93,93,93,5,49,93,93,18,6,6,18,13,29,15,8,16,8,15,13,15,10,8,4,3,4,5,5,93,93
