GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,JS4E001,JS4E002,JS4E003,JS4E004,JS4E005,JS4E006,JS4E007,JS4E008,JS4E009,JS4E010,JS4E011,JS4E012,JS4E013,JS4E014,JS4E015,JS4E016,JS4E017,JS4E018,JS4E019,JS4E020,JS4E021,JS4E022,JS4E023,JS4E024,JTGE001,JTGE002,JTGE003,JTGE004,JTGE005,JTGE006,JTGE007,JTGE008,JTGE009,JTGE010,JTGE011,JTGE012,JTGE013,JTGE014,JTGE015,JTGE016,JTGE017,JTGE018,JTGE019,JTGE020,JTGE021,JTGE022,JTGE023,JTGE024,JTGE025,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017,JS4M001,JS4M002,JS4M003,JS4M004,JS4M005,JS4M006,JS4M007,JS4M008,JS4M009,JS4M010,JS4M011,JS4M012,JS4M013,JS4M014,JS4M015,JS4M016,JS4M017,JS4M018,JS4M019,JS4M020,JS4M021,JS4M022,JS4M023,JS4M024,JTGM001,JTGM002,JTGM003,JTGM004,JTGM005,JTGM006,JTGM007,JTGM008,JTGM009,JTGM010,JTGM011,JTGM012,JTGM013,JTGM014,JTGM015,JTGM016,JTGM017,JTGM018,JTGM019,JTGM020,JTGM021,JTGM022,JTGM023,JTGM024,JTGM025
"G27006304803001","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4803, Jackson County, Minnesota",248,14,19,23,10,2,23,14,5,8,42,38,26,9,4,11,0,25,16,0,0,0,0,0,2,2,0,0,5,3,0,4,0,0,0,0,0,0,0,0,9,223,0,0,0,3,0,2,0,2,6,1,14,2,8,28,41,23,5,24,11,25,5,6,4,13,"Block Group 1, Census Tract 4803, Jackson County, Minnesota",39,11,17,16,11,5,15,13,9,9,19,16,16,9,4,8,93,17,14,93,93,93,93,93,3,3,93,93,9,5,93,6,93,93,93,93,93,93,93,93,9,37,93,93,93,4,93,3,93,3,5,3,11,4,9,14,21,15,6,15,11,16,8,8,5,12
"G27006304803002","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4803, Jackson County, Minnesota",298,24,34,22,8,9,17,6,21,4,38,39,60,7,9,0,0,28,23,0,0,0,0,0,0,4,6,0,13,0,0,0,0,0,0,0,0,0,0,0,5,270,0,0,8,7,16,23,3,7,29,32,32,48,30,15,11,6,0,0,0,0,0,0,0,3,"Block Group 2, Census Tract 4803, Jackson County, Minnesota",43,23,18,17,12,11,18,9,18,7,26,20,33,9,9,93,93,23,22,93,93,93,93,93,93,6,10,93,20,93,93,93,93,93,93,93,93,93,93,93,6,42,93,93,11,10,14,24,4,11,26,23,22,25,18,17,9,7,93,93,93,93,93,93,93,4
"G27006304803003","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4803, Jackson County, Minnesota",497,25,43,32,52,22,48,48,38,25,32,39,52,14,0,27,0,126,126,0,0,0,0,8,12,6,0,0,4,7,0,11,0,8,38,0,6,0,26,0,0,371,0,6,0,40,0,0,23,41,9,23,34,40,22,31,39,31,0,21,6,5,0,0,0,0,"Block Group 3, Census Tract 4803, Jackson County, Minnesota",71,20,28,25,40,15,29,41,23,20,18,22,25,15,93,14,93,56,56,93,93,93,93,12,18,9,93,93,7,12,93,14,93,11,36,93,8,93,37,93,93,62,93,9,93,25,93,93,23,24,10,17,19,26,18,21,23,23,93,15,9,7,93,93,93,93
"G27006304804001","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4804, Jackson County, Minnesota",271,71,23,0,0,38,24,23,12,11,10,0,19,35,0,3,2,130,130,0,0,36,21,24,0,8,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,141,0,0,0,0,0,0,0,36,0,0,13,14,9,0,0,23,22,14,2,0,0,8,0,0,"Block Group 1, Census Tract 4804, Jackson County, Minnesota",59,40,23,93,93,34,27,24,18,17,15,93,21,28,93,4,4,45,45,93,93,28,23,28,93,12,93,93,93,93,93,93,93,22,29,93,93,93,93,93,93,51,93,93,93,93,93,93,93,28,93,93,20,22,14,93,93,25,24,17,4,93,93,13,93,93
"G27006304804002","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4804, Jackson County, Minnesota",458,62,45,0,31,8,49,44,26,23,21,54,26,11,16,16,26,172,157,11,0,0,0,27,0,50,11,17,10,8,0,12,0,11,0,0,0,0,0,0,15,286,4,0,10,0,2,11,0,15,50,19,2,32,17,33,13,30,9,18,19,0,0,2,0,0,"Block Group 2, Census Tract 4804, Jackson County, Minnesota",69,39,33,93,26,12,35,49,30,22,23,36,24,14,21,20,19,52,57,16,93,93,93,31,93,49,17,16,15,13,93,20,93,16,93,93,93,93,93,93,24,63,11,93,13,93,3,17,93,22,39,19,4,27,19,24,18,28,14,24,22,93,93,5,93,93
"G27006304804003","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4804, Jackson County, Minnesota",458,15,23,32,49,41,60,41,31,9,75,28,11,32,0,11,0,107,107,0,0,0,0,20,0,8,0,0,0,13,14,0,0,42,10,0,0,0,0,0,0,351,0,0,0,0,0,9,12,26,47,20,46,13,38,16,50,51,0,10,13,0,0,0,0,0,"Block Group 3, Census Tract 4804, Jackson County, Minnesota",73,23,24,28,33,29,40,29,28,14,59,28,11,28,93,18,93,65,65,93,93,93,93,22,93,12,93,93,93,18,24,93,93,53,16,93,93,93,93,93,93,60,93,93,93,93,93,14,18,28,33,17,35,19,31,19,39,38,93,15,19,93,93,93,93,93
"G27006304804004","2006-2010",,,"Minnesota","27","Jackson County","063",,,"480400","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4804, Jackson County, Minnesota",323,20,16,7,14,7,8,26,0,19,56,61,30,42,0,0,17,102,88,16,0,11,7,0,0,0,0,0,0,0,9,0,12,8,0,0,11,0,14,0,14,221,0,0,0,0,0,0,10,0,0,10,8,0,46,48,0,43,13,12,9,10,12,0,0,0,"Block Group 4, Census Tract 4804, Jackson County, Minnesota",61,23,23,12,18,12,12,30,93,21,34,41,29,32,93,93,22,51,45,23,93,18,12,93,93,93,93,93,93,93,14,93,19,13,93,93,17,93,22,93,20,51,93,93,93,93,93,93,14,93,93,15,12,93,30,23,93,37,19,15,15,16,15,93,93,93
"G27006504801001","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4801, Kanabec County, Minnesota",644,57,41,41,32,39,46,40,75,30,47,60,93,27,5,6,5,70,61,0,7,0,0,0,0,0,5,4,0,0,13,23,0,0,1,3,2,3,0,0,9,574,4,14,0,0,4,0,3,6,22,12,18,46,8,49,53,91,57,76,47,44,11,7,0,2,"Block Group 1, Census Tract 4801, Kanabec County, Minnesota",56,21,18,19,19,15,23,16,40,13,18,21,27,13,7,5,5,39,39,93,10,93,93,93,93,93,7,7,93,93,15,31,93,93,3,4,3,5,93,93,7,45,4,13,93,93,5,93,4,7,15,10,9,20,6,16,24,22,17,23,20,24,8,6,93,3
"G27006504801002","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4801, Kanabec County, Minnesota",339,23,13,38,27,8,28,36,20,14,41,37,42,4,3,3,2,19,12,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,5,0,0,0,7,320,4,3,0,5,6,0,4,1,8,9,9,5,15,41,11,61,40,48,17,19,8,6,0,0,"Block Group 2, Census Tract 4801, Kanabec County, Minnesota",46,12,9,19,21,10,14,17,12,9,19,12,18,5,4,4,3,14,10,93,93,93,93,93,93,6,3,4,93,93,93,93,93,93,93,93,5,93,93,93,7,41,4,7,93,6,9,93,4,3,6,11,7,5,9,18,7,23,18,19,11,10,7,5,93,93
"G27006504801003","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4801, Kanabec County, Minnesota",389,17,2,29,18,27,20,35,11,33,58,57,28,21,20,6,7,24,21,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,5,0,3,0,3,0,3,365,4,3,0,9,8,0,0,2,0,6,6,6,12,25,55,76,62,37,11,32,4,4,0,3,"Block Group 3, Census Tract 4801, Kanabec County, Minnesota",48,8,3,19,19,18,19,17,8,13,26,22,14,10,10,6,7,15,14,93,93,93,93,93,93,93,93,3,93,93,93,11,93,93,5,93,4,93,5,93,4,49,5,4,93,13,12,93,93,3,93,6,6,5,7,16,25,29,23,13,7,15,5,6,93,4
"G27006504802001","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4802, Kanabec County, Minnesota",665,28,21,24,22,30,27,35,57,48,71,107,113,52,13,14,3,47,41,0,0,0,0,0,0,0,2,0,3,3,0,0,0,7,4,2,11,3,6,0,6,618,0,2,0,6,3,2,0,8,11,13,11,4,20,59,48,66,63,131,71,45,26,24,5,0,"Block Group 1, Census Tract 4802, Kanabec County, Minnesota",50,13,12,19,12,16,15,14,23,19,18,26,29,22,15,9,4,23,22,93,93,93,93,93,93,93,5,93,4,4,93,93,93,12,7,5,14,4,5,93,5,52,93,3,93,6,4,3,93,9,11,7,8,4,15,18,21,24,20,32,24,19,15,18,5,93
"G27006504802002","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4802, Kanabec County, Minnesota",357,20,30,44,27,11,33,21,34,19,18,25,53,11,7,2,2,84,79,0,0,2,3,3,6,0,12,0,0,7,12,9,0,6,2,0,11,3,0,3,5,273,8,0,2,0,0,0,7,9,5,3,20,46,13,48,23,15,24,9,8,25,5,3,0,0,"Block Group 2, Census Tract 4802, Kanabec County, Minnesota",36,11,15,20,16,10,21,12,20,10,11,13,23,8,11,3,4,24,22,93,93,4,4,4,6,93,7,93,93,7,14,10,93,6,3,93,15,4,93,4,8,37,9,93,3,93,93,93,6,7,5,4,16,22,8,19,12,12,17,8,7,21,5,5,93,93
"G27006504802003","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4802, Kanabec County, Minnesota",456,27,42,16,20,11,20,31,29,45,55,59,59,29,4,9,0,51,40,0,0,0,0,0,0,0,0,0,0,0,5,16,0,7,0,6,2,4,0,0,11,405,31,21,7,6,8,0,0,0,1,3,20,5,10,53,35,29,42,68,34,21,11,0,0,0,"Block Group 3, Census Tract 4802, Kanabec County, Minnesota",49,21,23,11,13,9,19,14,15,25,25,21,30,13,5,9,93,23,22,93,93,93,93,93,93,93,93,93,93,93,6,19,93,9,93,6,4,6,93,93,9,49,21,20,7,6,12,93,93,93,3,4,15,6,8,29,15,15,18,28,16,17,8,93,93,93
"G27006504803001","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4803, Kanabec County, Minnesota",594,44,17,24,57,69,50,7,58,41,24,37,85,24,5,44,8,201,201,0,0,0,0,0,0,0,0,11,11,0,23,26,50,37,31,0,12,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,24,0,6,60,97,55,59,25,55,9,3,0,0,"Block Group 1, Census Tract 4803, Kanabec County, Minnesota",75,39,21,29,33,63,38,8,56,32,21,26,40,22,4,54,8,53,53,93,93,93,93,93,93,93,93,17,18,93,25,26,41,33,33,93,17,93,93,93,93,85,93,93,93,93,93,93,93,93,93,93,93,28,93,7,42,61,36,38,25,55,9,7,93,93
"G27006504803002","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4803, Kanabec County, Minnesota",320,7,24,21,8,58,13,32,28,0,45,39,45,0,0,0,0,165,156,0,0,0,0,0,0,11,0,0,11,32,8,0,21,0,37,15,13,8,0,0,9,155,0,0,0,0,0,0,0,0,10,17,0,31,7,19,19,12,27,0,0,13,0,0,0,0,"Block Group 2, Census Tract 4803, Kanabec County, Minnesota",60,11,27,22,13,47,20,28,22,93,38,34,33,93,93,93,93,47,47,93,93,93,93,93,93,17,93,93,18,29,13,93,29,93,22,23,20,13,93,93,15,53,93,93,93,93,93,93,93,93,17,24,93,33,11,25,23,19,29,93,93,21,93,93,93,93
"G27006504803003","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4803, Kanabec County, Minnesota",358,34,13,25,9,53,14,19,35,4,11,34,63,33,11,0,0,46,46,0,0,0,0,0,0,0,0,20,0,0,0,0,17,0,9,0,0,0,0,0,0,312,26,38,0,0,9,13,3,10,28,0,16,3,0,14,70,62,9,0,8,3,0,0,0,0,"Block Group 3, Census Tract 4803, Kanabec County, Minnesota",69,36,21,26,13,35,15,21,33,7,13,31,37,33,14,93,93,37,37,93,93,93,93,93,93,93,93,29,93,93,93,93,25,93,13,93,93,93,93,93,93,63,27,34,93,93,13,21,4,13,33,93,17,5,93,12,40,38,14,93,11,5,93,93,93,93
"G27006504803004","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4803, Kanabec County, Minnesota",485,28,50,44,49,20,16,12,70,42,36,65,53,0,0,0,0,230,230,0,0,11,0,62,37,30,15,0,12,0,0,0,0,0,54,0,9,0,0,0,0,255,0,0,0,12,0,0,0,0,8,0,14,57,0,9,49,61,28,13,0,4,0,0,0,0,"Block Group 4, Census Tract 4803, Kanabec County, Minnesota",85,30,33,36,38,22,24,19,66,38,26,61,33,93,93,93,93,85,85,93,93,18,93,52,26,31,22,93,19,93,93,93,93,93,61,93,14,93,93,93,93,70,93,93,93,18,93,93,93,93,12,93,22,62,93,12,32,38,22,16,93,9,93,93,93,93
"G27006504804001","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4804, Kanabec County, Minnesota",547,13,45,29,28,12,30,38,50,48,63,63,88,16,11,13,0,73,63,0,0,0,0,0,0,0,0,0,6,0,8,0,9,6,3,7,21,0,3,0,10,474,11,0,2,0,0,2,7,8,4,0,3,3,19,59,44,66,52,74,49,55,13,0,0,3,"Block Group 1, Census Tract 4804, Kanabec County, Minnesota",47,10,21,16,13,9,14,19,17,23,26,23,24,11,8,10,93,31,28,93,93,93,93,93,93,93,93,93,6,93,8,93,13,7,5,7,17,93,5,93,10,47,10,93,4,93,93,4,7,12,6,93,5,4,15,26,17,24,20,21,20,25,9,93,93,4
"G27006504804002","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4804, Kanabec County, Minnesota",443,19,19,9,44,16,41,22,39,21,57,45,76,25,7,3,0,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,9,0,0,22,395,0,2,0,2,3,0,0,0,6,11,9,31,12,33,39,42,35,56,51,15,6,38,4,0,"Block Group 2, Census Tract 4804, Kanabec County, Minnesota",56,15,18,7,43,9,22,12,29,15,24,16,29,14,7,4,93,29,21,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,5,93,15,14,93,93,19,64,93,4,93,3,4,93,93,93,7,9,8,24,8,17,19,18,21,23,21,13,6,42,6,93
"G27006504804003","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4804, Kanabec County, Minnesota",479,23,15,28,25,13,25,22,19,15,81,72,66,23,52,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,3,466,15,0,0,0,9,0,3,0,0,19,9,17,11,80,29,52,48,67,38,53,2,14,0,0,"Block Group 3, Census Tract 4804, Kanabec County, Minnesota",45,10,10,18,17,15,14,12,12,9,30,27,20,13,39,93,93,9,7,93,93,93,93,93,93,93,93,93,93,93,93,93,4,93,93,93,4,6,93,93,4,46,16,93,93,93,8,93,5,93,93,15,7,14,8,46,16,25,22,22,17,26,3,10,93,93
"G27006504804004","2006-2010",,,"Minnesota","27","Kanabec County","065",,,"480400","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4804, Kanabec County, Minnesota",363,14,12,13,18,20,29,16,29,22,39,55,52,15,18,4,7,20,13,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,2,0,0,4,0,7,343,0,2,0,2,11,0,2,6,10,2,4,3,20,35,34,56,30,60,23,37,0,3,0,3,"Block Group 4, Census Tract 4804, Kanabec County, Minnesota",39,11,9,8,10,10,15,9,17,16,17,23,24,10,10,6,7,11,9,93,93,93,93,93,93,93,93,93,93,4,3,93,5,93,93,3,93,93,5,93,7,39,93,4,93,5,9,93,4,6,14,2,5,5,12,17,20,21,14,23,14,19,93,4,93,4
"G27006707709001","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"770900","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7709, Kandiyohi County, Minnesota",397,0,62,25,9,64,23,17,32,6,21,65,46,0,12,0,15,51,43,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,17,0,0,0,8,346,0,0,0,8,0,0,0,0,0,27,54,13,110,33,29,57,15,0,0,0,0,0,0,0,"Block Group 1, Census Tract 7709, Kandiyohi County, Minnesota",80,93,43,28,14,44,35,20,37,10,23,50,52,93,21,93,25,43,42,93,93,93,93,93,93,93,93,93,93,11,24,93,93,93,93,93,27,93,93,93,12,65,93,93,93,12,93,93,93,93,93,32,51,15,70,26,34,47,17,93,93,93,93,93,93,93
"G27006707709002","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"770900","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7709, Kandiyohi County, Minnesota",485,83,40,89,22,9,7,18,7,35,38,109,28,0,0,0,0,407,407,0,8,0,0,43,18,0,86,42,75,77,8,0,13,0,28,0,0,9,0,0,0,78,0,5,0,0,0,0,0,0,0,0,0,0,0,15,58,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 7709, Kandiyohi County, Minnesota",125,61,28,73,25,15,13,21,12,53,37,66,50,93,93,93,93,116,116,93,13,93,93,47,32,93,63,54,47,52,13,93,20,93,50,93,93,14,93,93,93,39,93,11,93,93,93,93,93,93,93,93,93,93,93,13,42,93,93,93,93,93,93,93,93,93
"G27006707709003","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"770900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7709, Kandiyohi County, Minnesota",367,11,34,40,24,51,10,12,14,28,28,44,50,8,0,13,0,106,92,0,0,0,0,0,0,0,0,15,17,21,18,0,0,0,0,21,0,0,0,0,14,261,0,0,0,41,0,0,0,11,0,11,27,50,56,39,0,14,12,0,0,0,0,0,0,0,"Block Group 3, Census Tract 7709, Kandiyohi County, Minnesota",90,17,39,35,28,56,33,19,23,35,28,44,45,14,93,20,93,61,55,93,93,93,93,93,93,93,93,13,20,28,32,93,93,93,93,36,93,93,93,93,23,78,93,93,93,46,93,93,93,17,93,18,31,41,43,38,93,23,19,93,93,93,93,93,93,93
"G27006707801001","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7801, Kandiyohi County, Minnesota",511,10,21,14,19,10,43,18,24,36,83,64,80,46,30,11,2,47,26,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,5,0,0,9,0,21,464,10,4,0,4,0,6,11,6,15,8,13,9,10,48,24,48,30,82,31,55,14,33,3,0,"Block Group 1, Census Tract 7801, Kandiyohi County, Minnesota",54,8,11,10,13,11,25,11,13,14,24,23,26,18,16,8,4,30,23,93,93,93,93,4,93,93,93,16,93,93,93,93,93,93,93,7,93,93,14,93,20,47,8,4,93,7,93,5,11,7,11,7,8,7,7,17,14,24,15,22,15,21,10,15,4,93
"G27006707801002","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7801, Kandiyohi County, Minnesota",562,16,22,28,9,19,20,41,14,31,29,84,96,76,19,19,39,37,11,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,4,0,0,0,26,525,0,0,0,0,0,3,0,6,0,2,2,0,3,8,59,24,36,74,73,83,47,68,22,15,"Block Group 2, Census Tract 7801, Kandiyohi County, Minnesota",53,16,15,17,7,11,17,15,9,18,15,24,27,33,10,10,18,21,7,93,93,93,93,93,93,93,3,93,3,93,93,93,6,93,93,93,5,93,93,93,20,50,93,93,93,93,93,4,93,6,93,4,5,93,4,7,27,15,15,20,32,25,21,21,11,11
"G27006707802001","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7802, Kandiyohi County, Minnesota",314,9,15,16,16,4,25,10,17,15,43,33,64,31,9,4,3,34,21,0,0,0,0,0,0,7,2,2,5,2,0,0,0,0,3,0,0,0,0,0,13,280,0,3,9,4,2,7,6,2,5,11,4,8,12,24,23,26,28,53,15,17,10,11,0,0,"Block Group 1, Census Tract 7802, Kandiyohi County, Minnesota",37,9,10,8,9,4,15,10,11,11,18,13,23,12,7,5,4,15,12,93,93,93,93,93,93,8,3,3,6,3,93,93,93,93,4,93,93,93,93,93,10,35,93,4,6,4,3,10,6,3,5,8,4,6,7,14,12,11,11,18,13,11,7,11,93,93
"G27006707802002","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7802, Kandiyohi County, Minnesota",371,12,13,5,13,25,9,17,18,39,37,46,66,37,11,21,2,24,18,0,0,0,0,0,0,0,7,0,2,0,3,0,0,3,2,1,0,0,0,0,6,347,2,0,0,6,0,0,0,0,9,2,3,4,10,37,5,20,46,47,41,61,23,15,7,9,"Block Group 2, Census Tract 7802, Kandiyohi County, Minnesota",38,13,8,6,8,14,10,11,10,19,16,15,19,16,8,14,3,14,13,93,93,93,93,93,93,93,10,93,3,93,4,93,93,4,3,4,93,93,93,93,6,36,3,93,93,9,93,93,93,93,6,3,4,4,10,19,5,14,17,16,18,21,11,16,7,12
"G27006707802003","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7802, Kandiyohi County, Minnesota",329,4,3,15,10,8,6,24,26,40,32,47,52,17,13,24,8,14,9,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,315,0,0,5,0,0,0,0,5,3,0,0,0,4,18,11,18,15,67,18,59,33,39,17,3,"Block Group 3, Census Tract 7802, Kandiyohi County, Minnesota",34,7,5,8,8,7,7,12,17,19,14,17,20,9,10,17,8,11,10,93,93,5,93,93,93,93,93,93,7,93,93,93,93,93,93,93,93,93,93,93,5,35,93,93,5,93,93,93,93,6,4,93,93,93,5,10,7,11,10,21,15,20,13,16,16,4
"G27006707803001","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7803, Kandiyohi County, Minnesota",348,6,0,14,0,13,26,11,19,7,38,36,42,3,22,50,61,28,12,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,16,320,0,0,0,0,14,0,0,0,0,0,22,0,0,0,17,28,75,17,15,10,7,40,48,27,"Block Group 1, Census Tract 7803, Kandiyohi County, Minnesota",68,10,93,20,93,22,29,17,16,8,30,27,35,5,24,35,44,26,9,93,5,93,93,93,93,93,93,93,93,7,93,6,93,93,5,93,93,93,93,93,24,67,93,93,93,93,20,93,93,93,93,93,23,93,93,93,21,20,44,19,22,15,8,29,55,23
"G27006707803002","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7803, Kandiyohi County, Minnesota",795,31,37,41,74,54,41,62,52,28,86,58,89,53,39,7,43,132,132,0,4,0,0,3,18,0,3,9,3,0,8,4,8,39,21,0,9,0,0,3,0,663,3,3,21,0,10,0,3,14,10,15,23,12,42,95,56,87,40,113,54,52,0,0,0,10,"Block Group 2, Census Tract 7803, Kandiyohi County, Minnesota",88,23,14,27,48,27,25,28,29,20,40,34,41,30,26,8,29,53,53,93,6,93,93,4,19,93,7,8,5,93,9,6,8,38,22,93,13,93,93,5,93,86,5,5,25,93,16,93,4,22,15,17,20,14,29,38,21,38,29,46,29,30,93,93,93,15
"G27006707803003","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7803, Kandiyohi County, Minnesota",506,16,0,11,16,20,36,70,11,0,64,44,44,78,64,27,5,26,26,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,480,0,0,0,0,0,15,0,0,0,22,5,0,11,33,13,3,29,134,68,89,22,36,0,0,"Block Group 3, Census Tract 7803, Kandiyohi County, Minnesota",81,18,93,16,26,21,31,58,16,93,40,29,32,58,45,26,7,31,31,93,93,93,93,93,93,93,93,93,93,93,93,26,15,93,93,93,93,93,93,93,93,82,93,93,93,93,93,21,93,93,93,22,8,93,16,30,18,5,25,74,57,41,24,32,93,93
"G27006707804001","2006-2010",,,"Minnesota","27","Kandiyohi County","067",,,"780400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7804, Kandiyohi County, Minnesota",431,30,5,28,31,7,40,14,28,23,31,70,93,31,0,0,0,95,90,0,9,0,0,0,0,0,3,14,16,8,4,5,0,4,10,0,17,0,0,0,5,336,3,0,0,0,0,0,0,3,6,0,8,10,35,89,41,62,21,7,37,8,0,4,0,2,"Block Group 1, Census Tract 7804, Kandiyohi County, Minnesota",59,23,6,17,24,7,26,10,19,21,15,52,36,13,93,93,93,40,40,93,15,93,93,93,93,93,4,22,16,12,6,8,93,7,15,93,22,93,93,93,7,57,5,93,93,93,93,93,93,5,6,93,8,10,20,32,20,50,11,7,20,8,93,5,93,5
